Energy,PDOS on D-band
-5.6722,0.787
-5.6622,0.805
-5.6522,0.823
-5.6422,0.84
-5.6322,0.856
-5.6222,0.871
-5.6122,0.887
-5.6022,0.9
-5.5922,0.914
-5.5822,0.926
-5.5722,0.938
-5.5622,0.949
-5.5522,0.96
-5.5422,0.974
-5.5322,0.991
-5.5222,1.011
-5.5122,1.035
-5.5022,1.066
-5.4922,1.102
-5.4822,1.143
-5.4722,1.185
-5.4622,1.237
-5.4522,1.291
-5.4422,1.335
-5.4322,1.39
-5.4222,1.435
-5.4122,1.479
-5.4022,1.513
-5.3922,1.554
-5.3822,1.584
-5.3722,1.612
-5.3622,1.637
-5.3522,1.66
-5.3422,1.68
-5.3322,1.699
-5.3222,1.725
-5.3122,1.741
-5.3022,1.765
-5.2922,1.788
-5.2822,1.811
-5.2722,1.833
-5.2622,1.845
-5.2522,1.857
-5.2422,1.857
-5.2322,1.848
-5.2222,1.828
-5.2122,1.798
-5.2022,1.758
-5.1922,1.717
-5.1822,1.657
-5.1722,1.608
-5.1622,1.549
-5.1522,1.491
-5.1422,1.435
-5.1322,1.389
-5.1222,1.345
-5.1122,1.312
-5.1022,1.28
-5.0922,1.248
-5.0822,1.217
-5.0722,1.196
-5.0622,1.166
-5.0522,1.136
-5.0422,1.107
-5.0322,1.072
-5.0222,1.035
-5.0122,0.995
-5.0022,0.954
-4.9922,0.915
-4.9822,0.879
-4.9722,0.846
-4.9622,0.819
-4.9522,0.801
-4.9422,0.791
-4.9322,0.791
-4.9222,0.802
-4.9122,0.825
-4.9022,0.859
-4.8922,0.903
-4.8822,0.957
-4.8722,1.02
-4.8622,1.087
-4.8522,1.16
-4.8422,1.236
-4.8322,1.301
-4.8222,1.366
-4.8122,1.431
-4.8022,1.476
-4.7922,1.52
-4.7822,1.544
-4.7722,1.557
-4.7622,1.559
-4.7522,1.561
-4.7422,1.543
-4.7322,1.514
-4.7222,1.484
-4.7122,1.453
-4.7022,1.412
-4.6922,1.369
-4.6822,1.325
-4.6722,1.27
-4.6622,1.214
-4.6522,1.165
-4.6422,1.111
-4.6322,1.058
-4.6222,1.009
-4.6122,0.965
-4.6022,0.929
-4.5922,0.905
-4.5822,0.895
-4.5722,0.902
-4.5622,0.928
-4.5522,0.978
-4.5422,1.048
-4.5322,1.142
-4.5222,1.257
-4.5122,1.39
-4.5022,1.545
-4.4922,1.709
-4.4822,1.883
-4.4722,2.056
-4.4622,2.225
-4.4522,2.392
-4.4422,2.534
-4.4322,2.661
-4.4222,2.774
-4.4122,2.863
-4.4022,2.918
-4.3922,2.959
-4.3822,2.977
-4.3722,2.975
-4.3622,2.961
-4.3522,2.928
-4.3422,2.896
-4.3322,2.847
-4.3222,2.8
-4.3122,2.758
-4.3022,2.729
-4.2922,2.695
-4.2822,2.685
-4.2722,2.681
-4.2622,2.702
-4.2522,2.729
-4.2422,2.78
-4.2322,2.846
-4.2222,2.927
-4.2122,3.021
-4.2022,3.128
-4.1922,3.237
-4.1822,3.346
-4.1722,3.454
-4.1622,3.549
-4.1522,3.639
-4.1422,3.704
-4.1322,3.751
-4.1222,3.771
-4.1122,3.771
-4.1022,3.752
-4.0922,3.705
-4.0822,3.639
-4.0722,3.545
-4.0622,3.445
-4.0522,3.329
-4.0422,3.209
-4.0322,3.086
-4.0222,2.953
-4.0122,2.829
-4.0022,2.716
-3.9922,2.605
-3.9822,2.507
-3.9722,2.423
-3.9622,2.353
-3.9522,2.297
-3.9422,2.256
-3.9322,2.24
-3.9222,2.238
-3.9122,2.24
-3.9022,2.276
-3.8922,2.315
-3.8822,2.366
-3.8722,2.43
-3.8622,2.505
-3.8522,2.581
-3.8422,2.679
-3.8322,2.768
-3.8222,2.877
-3.8122,2.988
-3.8022,3.1
-3.7922,3.213
-3.7822,3.328
-3.7722,3.455
-3.7622,3.575
-3.7522,3.696
-3.7422,3.809
-3.7322,3.924
-3.7222,4.039
-3.7122,4.145
-3.7022,4.241
-3.6922,4.325
-3.6822,4.397
-3.6722,4.466
-3.6622,4.512
-3.6522,4.544
-3.6422,4.562
-3.6322,4.567
-3.6222,4.568
-3.6122,4.545
-3.6022,4.521
-3.5922,4.485
-3.5822,4.438
-3.5722,4.401
-3.5622,4.354
-3.5522,4.307
-3.5422,4.26
-3.5322,4.203
-3.5222,4.146
-3.5122,4.067
-3.5022,3.997
-3.4922,3.906
-3.4822,3.802
-3.4722,3.697
-3.4622,3.58
-3.4522,3.461
-3.4422,3.333
-3.4322,3.215
-3.4222,3.099
-3.4122,2.996
-3.4022,2.907
-3.3922,2.842
-3.3822,2.791
-3.3722,2.765
-3.3622,2.762
-3.3522,2.783
-3.3422,2.826
-3.3322,2.869
-3.3222,2.922
-3.3122,2.982
-3.3022,3.038
-3.2922,3.09
-3.2822,3.127
-3.2722,3.148
-3.2622,3.143
-3.2522,3.123
-3.2422,3.078
-3.2322,3.01
-3.2222,2.928
-3.2122,2.825
-3.2022,2.702
-3.1922,2.569
-3.1822,2.437
-3.1722,2.298
-3.1622,2.172
-3.1522,2.049
-3.1422,1.95
-3.1322,1.855
-3.1222,1.795
-3.1122,1.75
-3.1022,1.729
-3.0922,1.743
-3.0822,1.771
-3.0722,1.833
-3.0622,1.909
-3.0522,1.998
-3.0422,2.11
-3.0322,2.235
-3.0222,2.381
-3.0122,2.539
-3.0022,2.697
-2.9922,2.876
-2.9822,3.065
-2.9722,3.273
-2.9622,3.48
-2.9522,3.696
-2.9422,3.92
-2.9322,4.142
-2.9222,4.362
-2.9122,4.579
-2.9022,4.784
-2.8922,4.976
-2.8822,5.145
-2.8722,5.291
-2.8622,5.414
-2.8522,5.505
-2.8422,5.563
-2.8322,5.588
-2.8222,5.581
-2.8122,5.542
-2.8022,5.472
-2.7922,5.38
-2.7822,5.258
-2.7722,5.124
-2.7622,4.97
-2.7522,4.816
-2.7422,4.662
-2.7322,4.507
-2.7222,4.363
-2.7122,4.219
-2.7022,4.085
-2.6922,3.971
-2.6822,3.857
-2.6722,3.754
-2.6622,3.661
-2.6522,3.578
-2.6422,3.486
-2.6322,3.404
-2.6222,3.323
-2.6122,3.243
-2.6022,3.154
-2.5922,3.076
-2.5822,2.99
-2.5722,2.916
-2.5622,2.834
-2.5522,2.764
-2.5422,2.706
-2.5322,2.649
-2.5222,2.605
-2.5122,2.571
-2.5022,2.539
-2.4922,2.517
-2.4822,2.505
-2.4722,2.503
-2.4622,2.499
-2.4522,2.504
-2.4422,2.506
-2.4322,2.507
-2.4222,2.505
-2.4122,2.501
-2.4022,2.495
-2.3922,2.487
-2.3822,2.469
-2.3722,2.452
-2.3622,2.425
-2.3522,2.401
-2.3422,2.379
-2.3322,2.352
-2.3222,2.338
-2.3122,2.328
-2.3022,2.333
-2.2922,2.352
-2.2822,2.384
-2.2722,2.428
-2.2622,2.493
-2.2522,2.559
-2.2422,2.644
-2.2322,2.738
-2.2222,2.831
-2.2122,2.932
-2.2022,3.042
-2.1922,3.141
-2.1822,3.252
-2.1722,3.364
-2.1622,3.47
-2.1522,3.581
-2.1422,3.698
-2.1322,3.82
-2.1222,3.949
-2.1122,4.084
-2.1022,4.224
-2.0922,4.36
-2.0822,4.49
-2.0722,4.63
-2.0622,4.76
-2.0522,4.89
-2.0422,5.02
-2.0322,5.13
-2.0222,5.26
-2.0122,5.36
-2.0022,5.45
-1.9922,5.52
-1.9822,5.59
-1.9722,5.63
-1.9622,5.64
-1.9522,5.62
-1.9422,5.56
-1.9322,5.47
-1.9222,5.35
-1.9122,5.19
-1.9022,4.99
-1.8922,4.78
-1.8822,4.54
-1.8722,4.277
-1.8622,4.018
-1.8522,3.752
-1.8422,3.49
-1.8322,3.244
-1.8222,3.002
-1.8122,2.787
-1.8022,2.578
-1.7922,2.394
-1.7822,2.226
-1.7722,2.082
-1.7622,1.952
-1.7522,1.845
-1.7422,1.752
-1.7322,1.681
-1.7222,1.622
-1.7122,1.585
-1.7022,1.55
-1.6922,1.516
-1.6822,1.493
-1.6722,1.472
-1.6622,1.452
-1.6522,1.423
-1.6422,1.386
-1.6322,1.349
-1.6222,1.304
-1.6122,1.26
-1.6022,1.206
-1.5922,1.143
-1.5822,1.082
-1.5722,1.02
-1.5622,0.959
-1.5522,0.899
-1.5422,0.841
-1.5322,0.7868
-1.5222,0.735
-1.5122,0.6858
-1.5022,0.6402
-1.4922,0.5964
-1.4822,0.5543
-1.4722,0.5132
-1.4622,0.4731
-1.4522,0.434
-1.4422,0.3962
-1.4322,0.3607
-1.4222,0.3267
-1.4122,0.2951
-1.4022,0.2671
-1.3922,0.2438
-1.3822,0.2253
-1.3722,0.2126
-1.3622,0.2067
-1.3522,0.2066
-1.3422,0.2123
-1.3322,0.2248
-1.3222,0.242
-1.3122,0.2637
-1.3022,0.2888
-1.2922,0.3162
-1.2822,0.3447
-1.2722,0.3743
-1.2622,0.4017
-1.2522,0.4279
-1.2422,0.4519
-1.2322,0.4735
-1.2222,0.492
-1.2122,0.5061
-1.2022,0.5171
-1.1922,0.5248
-1.1822,0.5284
-1.1722,0.5288
-1.1622,0.526
-1.1522,0.52
-1.1422,0.509
-1.1322,0.496
-1.1222,0.48
-1.1122,0.461
-1.1022,0.437
-1.0922,0.412
-1.0822,0.385
-1.0722,0.3558
-1.0622,0.3257
-1.0522,0.2948
-1.0422,0.2632
-1.0322,0.2331
-1.0222,0.2027
-1.0122,0.1752
-1.0022,0.1489
-0.9922,0.1242
-0.9822,0.1023
-0.9722,0.0831
-0.9622,0.0664
-0.9522,0.0523
-0.9422,0.0404
-0.9322,0.0307
-0.9222,0.02298
-0.9122,0.01693
-0.9022,0.01234
-0.8922,0.00892
-0.8822,0.0065
-0.8722,0.0049
-0.8622,0.00399
-0.8522,0.00369
-0.8422,0.00395
-0.8322,0.00476
-0.8222,0.00613
-0.8122,0.00814
-0.8022,0.01084
-0.7922,0.01427
-0.7822,0.01861
-0.7722,0.02371
-0.7622,0.02975
-0.7522,0.0365
-0.7422,0.044
-0.7322,0.0521
-0.7222,0.0604
-0.7122,0.069
-0.7022,0.0773
-0.6922,0.0851
-0.6822,0.0923
-0.6722,0.0989
-0.6622,0.1046
-0.6522,0.1098
-0.6422,0.1145
-0.6322,0.1194
-0.6222,0.1248
-0.6122,0.1316
-0.6022,0.1394
-0.5922,0.1503
-0.5822,0.1633
-0.5722,0.1794
-0.5622,0.1987
-0.5522,0.2201
-0.5422,0.2436
-0.5322,0.268
-0.5222,0.2913
-0.5122,0.3144
-0.5022,0.3342
-0.4922,0.3506
-0.4822,0.3616
-0.4722,0.3662
-0.4622,0.3654
-0.4522,0.3583
-0.4422,0.345
-0.4322,0.3255
-0.4222,0.3029
-0.4122,0.2754
-0.4022,0.247
-0.3922,0.2167
-0.3822,0.18673
-0.3722,0.15797
-0.3622,0.13146
-0.3522,0.10721
-0.3422,0.0857
-0.3322,0.06742
-0.3222,0.05213
-0.3122,0.03993
-0.3022,0.03029
-0.2922,0.02321
-0.2822,0.01829
-0.2722,0.01543
-0.2622,0.01436
-0.2522,0.01491
-0.2422,0.01721
-0.2322,0.02109
-0.2222,0.02661
-0.2122,0.03388
-0.2022,0.0429
-0.1922,0.0536
-0.1822,0.0658
-0.1722,0.0795
-0.1622,0.0942
-0.1522,0.1095
-0.1422,0.1253
-0.1322,0.1402
-0.1222,0.1547
-0.1122,0.1688
-0.1022,0.1805
-0.0922,0.1906
-0.0822,0.1982
-0.0722,0.2052
-0.0622,0.2107
-0.0522,0.2149
-0.0422,0.2198
-0.0322,0.2247
-0.0222,0.2297
-0.0122,0.2368
-0.0022,0.2453
0.0078,0.2561
0.0178,0.2672
0.0278,0.2787
0.0378,0.2905
0.0478,0.3014
0.0578,0.3114
0.0678,0.3203
0.0778,0.3262
0.0878,0.3298
0.0978,0.3302
0.1078,0.3293
0.1178,0.325
0.1278,0.3194
0.1378,0.3115
0.1478,0.3021
0.1578,0.2912
0.1678,0.2789
0.1778,0.2661
0.1878,0.2508
0.1978,0.235
0.2078,0.2187
0.2178,0.2009
0.2278,0.1828
0.2378,0.1644
0.2478,0.1459
0.2578,0.1273
0.2678,0.1096
0.2778,0.0929
0.2878,0.0776
0.2978,0.0638
0.3078,0.0516
0.3178,0.0413
0.3278,0.03265
0.3378,0.02577
0.3478,0.02054
0.3578,0.01682
0.3678,0.01438
0.3778,0.01317
0.3878,0.01303
0.3978,0.01384
0.4078,0.01546
0.4178,0.01787
0.4278,0.02096
0.4378,0.02469
0.4478,0.02894
0.4578,0.0337
0.4678,0.0389
0.4778,0.0444
0.4878,0.0502
0.4978,0.0564
0.5078,0.0628
0.5178,0.0695
0.5278,0.0762
0.5378,0.083
0.5478,0.0899
0.5578,0.0968
0.5678,0.1034
0.5778,0.1097
0.5878,0.1157
0.5978,0.121
0.6078,0.1255
0.6178,0.1288
0.6278,0.1314
0.6378,0.1314
0.6478,0.1312
0.6578,0.1287
0.6678,0.1247
0.6778,0.1191
0.6878,0.112
0.6978,0.1039
0.7078,0.0947
0.7178,0.0849
0.7278,0.0748
0.7378,0.0649
0.7478,0.0553
0.7578,0.0462
0.7678,0.03801
0.7778,0.03065
0.7878,0.02441
0.7978,0.01922
0.8078,0.01506
0.8178,0.01185
0.8278,0.00955
0.8378,0.0081
0.8478,0.00742
0.8578,0.00747
0.8678,0.00818
0.8778,0.00952
0.8878,0.01148
0.8978,0.01402
0.9078,0.01719
0.9178,0.02093
0.9278,0.02523
0.9378,0.03004
0.9478,0.03556
0.9578,0.04164
0.9678,0.04845
0.9778,0.05588
0.9878,0.06421
0.9978,0.07331
1.0078,0.08328
1.0178,0.09424
1.0278,0.10608
1.0378,0.11884
1.0478,0.13163
1.0578,0.14537
1.0678,0.1591
1.0778,0.17183
1.0878,0.18358
1.0978,0.19335
1.1078,0.20215
1.1178,0.20798
1.1278,0.20982
1.1378,0.20967
1.1478,0.20651
1.1578,0.20033
1.1678,0.19112
1.1778,0.17988
1.1878,0.16659
1.1978,0.15126
1.2078,0.1359
1.2178,0.12051
1.2278,0.10511
1.2378,0.09019
1.2478,0.07628
1.2578,0.06358
1.2678,0.0523
1.2778,0.04245
1.2878,0.03393
1.2978,0.02685
1.3078,0.02101
1.3178,0.01632
1.3278,0.012775
1.3378,0.010093
1.3478,0.008321
1.3578,0.007357
1.3678,0.00716
1.3778,0.00775
1.3878,0.00915
1.3978,0.0114
1.4078,0.01463
1.4178,0.01883
1.4278,0.02412
1.4378,0.03053
1.4478,0.03815
1.4578,0.04687
1.4678,0.0566
1.4778,0.0673
1.4878,0.0785
1.4978,0.0902
1.5078,0.1018
1.5178,0.1132
1.5278,0.124
1.5378,0.1338
1.5478,0.1414
1.5578,0.1487
1.5678,0.1536
1.5778,0.1563
1.5878,0.1577
1.5978,0.1578
1.6078,0.1557
1.6178,0.1534
1.6278,0.1489
1.6378,0.1443
1.6478,0.1397
1.6578,0.134
1.6678,0.1282
1.6778,0.123
1.6878,0.1178
1.6978,0.1128
1.7078,0.108
1.7178,0.1036
1.7278,0.0993
1.7378,0.0954
1.7478,0.0916
1.7578,0.0879
1.7678,0.0845
1.7778,0.0811
1.7878,0.0777
1.7978,0.0745
1.8078,0.0713
1.8178,0.0683
1.8278,0.06545
1.8378,0.06276
1.8478,0.06015
1.8578,0.05783
1.8678,0.05561
1.8778,0.05346
1.8878,0.05131
1.8978,0.04922
1.9078,0.04691
1.9178,0.04455
1.9278,0.04193
1.9378,0.03915
1.9478,0.03609
1.9578,0.03296
1.9678,0.02963
1.9778,0.02633
1.9878,0.02313
1.9978,0.01994
2.0078,0.017071
2.0178,0.014417
2.0278,0.012181
2.0378,0.010296
2.0478,0.008863
2.0578,0.007874
2.0678,0.00733
2.0778,0.007223
2.0878,0.007534
2.0978,0.008233
2.1078,0.009282
2.1178,0.010662
2.1278,0.012192
2.1378,0.013953
2.1478,0.01584
2.1578,0.01776
2.1678,0.01959
2.1778,0.02124
2.1878,0.0227
2.1978,0.02395
2.2078,0.02479
2.2178,0.0253
2.2278,0.02538
2.2378,0.02503
2.2478,0.02443
2.2578,0.0235
2.2678,0.02233
2.2778,0.02115
2.2878,0.01987
2.2978,0.01872
2.3078,0.01782
2.3178,0.01729
2.3278,0.01718
2.3378,0.01759
2.3478,0.01865
2.3578,0.02026
2.3678,0.02264
2.3778,0.02545
2.3878,0.02878
2.3978,0.03238
2.4078,0.0362
2.4178,0.0399
2.4278,0.0433
2.4378,0.0463
2.4478,0.0486
2.4578,0.05
2.4678,0.0506
2.4778,0.0501
2.4878,0.0487
2.4978,0.0464
2.5078,0.0434
2.5178,0.0397
2.5278,0.0358
2.5378,0.03159
2.5478,0.02747
2.5578,0.0235
2.5678,0.02002
2.5778,0.01697
2.5878,0.01456
2.5978,0.01285
2.6078,0.01195
2.6178,0.01191
2.6278,0.01276
2.6378,0.01446
2.6478,0.0172
2.6578,0.02077
2.6678,0.02536
2.6778,0.03076
2.6878,0.03685
2.6978,0.04361
2.7078,0.05072
2.7178,0.05796
2.7278,0.0651
2.7378,0.07181
2.7478,0.07776
2.7578,0.08262
2.7678,0.08617
2.7778,0.08828
2.7878,0.08875
2.7978,0.08757
2.8078,0.08495
2.8178,0.08099
2.8278,0.07593
2.8378,0.07009
2.8478,0.064
2.8578,0.05779
2.8678,0.0519
2.8778,0.04675
2.8878,0.04246
2.8978,0.03926
2.9078,0.03716
2.9178,0.03637
2.9278,0.03669
2.9378,0.0381
2.9478,0.04041
2.9578,0.04331
2.9678,0.04666
2.9778,0.05025
2.9878,0.05367
2.9978,0.05687
3.0078,0.05956
3.0178,0.0616
3.0278,0.06297
3.0378,0.06358
3.0478,0.0634
3.0578,0.06244
3.0678,0.06069
3.0778,0.05848
3.0878,0.05561
3.0978,0.05239
3.1078,0.04884
3.1178,0.04508
3.1278,0.04123
3.1378,0.0373
3.1478,0.03361
3.1578,0.03016
3.1678,0.02717
3.1778,0.02455
3.1878,0.02251
3.1978,0.02115
3.2078,0.02056
3.2178,0.02066
3.2278,0.02153
3.2378,0.02308
3.2478,0.02529
3.2578,0.02814
3.2678,0.03122
3.2778,0.03461
3.2878,0.03808
3.2978,0.04131
3.3078,0.04429
3.3178,0.04678
3.3278,0.04879
3.3378,0.0501
3.3478,0.05091
3.3578,0.05113
3.3678,0.05088
3.3778,0.05047
3.3878,0.04982
3.3978,0.04916
3.4078,0.04861
3.4178,0.04827
3.4278,0.04827
3.4378,0.04841
3.4478,0.04888
3.4578,0.04949
3.4678,0.05011
3.4778,0.05055
3.4878,0.05078
3.4978,0.0506
3.5078,0.05
3.5178,0.04886
3.5278,0.04719
3.5378,0.04498
3.5478,0.04225
3.5578,0.0391
3.5678,0.03574
3.5778,0.03219
3.5878,0.02865
3.5978,0.02514
3.6078,0.02197
3.6178,0.01915
3.6278,0.01669
3.6378,0.01478
3.6478,0.01335
3.6578,0.01247
3.6678,0.01206
3.6778,0.01203
3.6878,0.01247
3.6978,0.01318
3.7078,0.01399
3.7178,0.015
3.7278,0.01598
3.7378,0.01683
3.7478,0.01741
3.7578,0.01782
3.7678,0.01796
3.7778,0.01772
3.7878,0.0172
3.7978,0.0163
3.8078,0.01525
3.8178,0.01396
3.8278,0.01262
3.8378,0.01123
3.8478,0.00987
3.8578,0.00865
3.8678,0.00761
3.8778,0.0068
3.8878,0.00628
3.8978,0.00608
3.9078,0.00622
3.9178,0.00669
3.9278,0.0075
3.9378,0.00861
3.9478,0.01
3.9578,0.01162
3.9678,0.01338
3.9778,0.01522
3.9878,0.01705
3.9978,0.01876
4.0078,0.02032
4.0178,0.02151
4.0278,0.02241
4.0378,0.02281
4.0478,0.02281
4.0578,0.0223
4.0678,0.02149
4.0778,0.02029
4.0878,0.01882
4.0978,0.0171
4.1078,0.01535
4.1178,0.01359
4.1278,0.01198
4.1378,0.01056
4.1478,0.00941
4.1578,0.00859
4.1678,0.00814
4.1778,0.00806
4.1878,0.008392
4.1978,0.009095
4.2078,0.010146
4.2178,0.011518
4.2278,0.013127
4.2378,0.014866
4.2478,0.016628
4.2578,0.018407
4.2678,0.020096
4.2778,0.021589
4.2878,0.02278
4.2978,0.02356
4.3078,0.02393
4.3178,0.02397
4.3278,0.0235
4.3378,0.0226
4.3478,0.02138
4.3578,0.01983
4.3678,0.01807
4.3778,0.01608
4.3878,0.014187
4.3978,0.012182
4.4078,0.010353
4.4178,0.008605
4.4278,0.007031
4.4378,0.005644
4.4478,0.004446
4.4578,0.003439
4.4678,0.002614
4.4778,0.001959
4.4878,0.001445
4.4978,0.0010516
4.5078,0.0007676
4.5178,0.0005705
4.5278,0.0004452
4.5378,0.0003815
4.5478,0.0003706
4.5578,0.0004088
4.5678,0.0004927
4.5778,0.0006218
4.5878,0.0007989
4.5978,0.0010219
4.6078,0.0012896
4.6178,0.0016089
4.6278,0.0019695
4.6378,0.0023612
4.6478,0.0027736
4.6578,0.0032064
4.6678,0.003619
4.6778,0.004011
4.6878,0.004361
4.6978,0.00464
4.7078,0.004836
4.7178,0.004949
4.7278,0.004959
4.7378,0.004877
4.7478,0.004701
4.7578,0.004433
4.7678,0.004103
4.7778,0.003722
4.7878,0.0033096
4.7978,0.0028868
4.8078,0.0024641
4.8178,0.0020621
4.8278,0.001691
4.8378,0.001361
4.8478,0.0010723
4.8578,0.000831
4.8678,0.0006299
4.8778,0.0004671
4.8878,0.0003402
