Energy,PDOS on D-band
-10.9098,0.0
-10.8998,0.0
-10.8898,0.0
-10.8798,0.0
-10.8698,0.0
-10.8598,0.0
-10.8498,0.0
-10.8398,0.0
-10.8298,0.0
-10.8198,0.0
-10.8098,0.0
-10.7998,0.0
-10.7898,0.0
-10.7798,0.0
-10.7698,0.0
-10.7598,0.0
-10.7498,0.0
-10.7398,0.0
-10.7298,0.0
-10.7198,0.0
-10.7098,0.0
-10.6998,0.0
-10.6898,0.0
-10.6798,0.0
-10.6698,0.0
-10.6598,0.0
-10.6498,0.0
-10.6398,0.0
-10.6298,0.0
-10.6198,0.0
-10.6098,0.0
-10.5998,0.0
-10.5898,0.0
-10.5798,0.0
-10.5698,0.0
-10.5598,0.0
-10.5498,0.0
-10.5398,0.0
-10.5298,0.0
-10.5198,0.0
-10.5098,0.0
-10.4998,0.0
-10.4898,0.0
-10.4798,0.0
-10.4698,0.0
-10.4598,0.0
-10.4498,0.0
-10.4398,0.0
-10.4298,0.0
-10.4198,0.0
-10.4098,0.0
-10.3998,0.0
-10.3898,0.0
-10.3798,0.0
-10.3698,0.0
-10.3598,0.0
-10.3498,0.0
-10.3398,0.0
-10.3298,0.0
-10.3198,0.0
-10.3098,0.0
-10.2998,0.0
-10.2898,0.0
-10.2798,1.968e-16
-10.2698,5.32e-16
-10.2598,1.408e-15
-10.2498,3.66e-15
-10.2398,9.3e-15
-10.2298,2.32e-14
-10.2198,5.66e-14
-10.2098,1.356e-13
-10.1998,3.18e-13
-10.1898,7.32e-13
-10.1798,1.654e-12
-10.1698,3.66e-12
-10.1598,7.92e-12
-10.1498,1.684e-11
-10.1398,3.5e-11
-10.1298,7.16e-11
-10.1198,1.432e-10
-10.1098,2.8e-10
-10.0998,5.4e-10
-10.0898,1.018e-09
-10.0798,1.879e-09
-10.0698,3.4e-09
-10.0598,6.04e-09
-10.0498,1.05e-08
-10.0398,1.79e-08
-10.0298,3e-08
-10.0198,4.9e-08
-10.0098,7.88e-08
-9.9998,1.238e-07
-9.9898,1.912e-07
-9.9798,2.9e-07
-9.9698,4.28e-07
-9.9598,6.22e-07
-9.9498,8.86e-07
-9.9398,1.238e-06
-9.9298,1.694e-06
-9.9198,2.28e-06
-9.9098,2.98e-06
-9.8998,3.84e-06
-9.8898,4.86e-06
-9.8798,6.02e-06
-9.8698,7.3e-06
-9.8598,8.69e-06
-9.8498,1.014e-05
-9.8398,1.16e-05
-9.8298,1.301e-05
-9.8198,1.433e-05
-9.8098,1.548e-05
-9.7998,1.645e-05
-9.7898,1.72e-05
-9.7798,1.777e-05
-9.7698,1.821e-05
-9.7598,1.862e-05
-9.7498,1.925e-05
-9.7398,2.026e-05
-9.7298,2.207e-05
-9.7198,2.512e-05
-9.7098,2.995e-05
-9.6998,3.718e-05
-9.6898,4.744e-05
-9.6798,6.168e-05
-9.6698,8.071e-05
-9.6598,0.00010473
-9.6498,0.00013548
-9.6398,0.00017233
-9.6298,0.0002163
-9.6198,0.00026537
-9.6098,0.00032053
-9.5998,0.00038076
-9.5898,0.00044204
-9.5798,0.00050335
-9.5698,0.00056267
-9.5598,0.00061597
-9.5498,0.00066123
-9.5398,0.00069543
-9.5298,0.00071756
-9.5198,0.0007256
-9.5098,0.00071855
-9.4998,0.00069842
-9.4898,0.00066421
-9.4798,0.00061992
-9.4698,0.00056759
-9.4598,0.00050822
-9.4498,0.00044683
-9.4398,0.00038544
-9.4298,0.00032506
-9.4198,0.0002687
-9.4098,0.00021838
-9.3998,0.0001741
-9.3898,0.000135857
-9.3798,0.000103655
-9.3698,7.7491e-05
-9.3598,5.6961e-05
-9.3498,4.1061e-05
-9.3398,2.9087e-05
-9.3298,2.0334e-05
-9.3198,1.41986e-05
-9.3098,1.02799e-05
-9.2998,8.007e-06
-9.2898,7.4014e-06
-9.2798,8.427e-06
-9.2698,1.1393e-05
-9.2598,1.6699e-05
-9.2498,2.5362e-05
-9.2398,3.8406e-05
-9.2298,5.756e-05
-9.2198,8.466e-05
-9.2098,0.00012226
-9.1998,0.0001732
-9.1898,0.00024044
-9.1798,0.00032705
-9.1698,0.00043607
-9.1598,0.0005705
-9.1498,0.0007315
-9.1398,0.000919
-9.1298,0.0011309
-9.1198,0.0013653
-9.1098,0.0016199
-9.0998,0.0018747
-9.0898,0.0021295
-9.0798,0.002384
-9.0698,0.0025981
-9.0598,0.0027916
-9.0498,0.0029344
-9.0398,0.0030262
-9.0298,0.0030671
-9.0198,0.0030471
-9.0098,0.0029863
-8.9998,0.002885
-8.9898,0.0027534
-8.9798,0.0026018
-8.9698,0.0024707
-8.9598,0.0023503
-8.9498,0.0022612
-8.9398,0.0022335
-8.9298,0.0022676
-8.9198,0.0023635
-8.9098,0.0025313
-8.8998,0.0027608
-8.8898,0.0030417
-8.8798,0.003374
-8.8698,0.003726
-8.8598,0.004078
-8.8498,0.004409
-8.8398,0.004689
-8.8298,0.004916
-8.8198,0.005051
-8.8098,0.005103
-8.7998,0.005061
-8.7898,0.004917
-8.7798,0.004679
-8.7698,0.00438
-8.7598,0.004008
-8.7498,0.003595
-8.7398,0.003161
-8.7298,0.0027271
-8.7198,0.0023137
-8.7098,0.0019111
-8.6998,0.0015596
-8.6898,0.0012395
-8.6798,0.0009668
-8.6698,0.0007396
-8.6598,0.0005547
-8.6498,0.000408
-8.6398,0.00029438
-8.6298,0.00020762
-8.6198,0.00014359
-8.6098,9.761e-05
-8.5998,6.487e-05
-8.5898,4.235e-05
-8.5798,2.7063e-05
-8.5698,1.6941e-05
-8.5598,1.0433e-05
-8.5498,6.301e-06
-8.5398,3.761e-06
-8.5298,2.2754e-06
-8.5198,1.483e-06
-8.5098,1.2095e-06
-8.4998,1.3852e-06
-8.4898,2.106e-06
-8.4798,3.597e-06
-8.4698,6.341e-06
-8.4598,1.1081e-05
-8.4498,1.91e-05
-8.4398,3.229e-05
-8.4298,5.361e-05
-8.4198,8.717e-05
-8.4098,0.00013928
-8.3998,0.0002164
-8.3898,0.0003324
-8.3798,0.0004981
-8.3698,0.0007324
-8.3598,0.0010554
-8.3498,0.0014882
-8.3398,0.002068
-8.3298,0.002807
-8.3198,0.003736
-8.3098,0.004876
-8.2998,0.006237
-8.2898,0.00782
-8.2798,0.009603
-8.2698,0.011606
-8.2598,0.013615
-8.2498,0.015828
-8.2398,0.017938
-8.2298,0.01994
-8.2198,0.02174
-8.2098,0.02321
-8.1998,0.02427
-8.1898,0.0249
-8.1798,0.02501
-8.1698,0.02469
-8.1598,0.02385
-8.1498,0.02269
-8.1398,0.021
-8.1298,0.01921
-8.1198,0.0172
-8.1098,0.015091
-8.0998,0.013085
-8.0898,0.011087
-8.0798,0.009429
-8.0698,0.007987
-8.0598,0.006852
-8.0498,0.006056
-8.0398,0.005622
-8.0298,0.00555
-8.0198,0.005842
-8.0098,0.006499
-7.9998,0.007492
-7.9898,0.008793
-7.9798,0.010364
-7.9698,0.012128
-7.9598,0.01414
-7.9498,0.01618
-7.9398,0.01837
-7.9298,0.02041
-7.9198,0.02241
-7.9098,0.02416
-7.8998,0.02577
-7.8898,0.02715
-7.8798,0.02829
-7.8698,0.02919
-7.8598,0.02974
-7.8498,0.03011
-7.8398,0.03029
-7.8298,0.03024
-7.8198,0.02993
-7.8098,0.02954
-7.7998,0.0289
-7.7898,0.0281
-7.7798,0.027
-7.7698,0.0258
-7.7598,0.0244
-7.7498,0.0229
-7.7398,0.02132
-7.7298,0.01969
-7.7198,0.0182
-7.7098,0.01692
-7.6998,0.01599
-7.6898,0.01558
-7.6798,0.01581
-7.6698,0.01687
-7.6598,0.01887
-7.6498,0.0219
-7.6398,0.0262
-7.6298,0.0317
-7.6198,0.0384
-7.6098,0.0462
-7.5998,0.055
-7.5898,0.0645
-7.5798,0.0745
-7.5698,0.0845
-7.5598,0.0942
-7.5498,0.1032
-7.5398,0.1111
-7.5298,0.1176
-7.5198,0.1223
-7.5098,0.1253
-7.4998,0.1266
-7.4898,0.1262
-7.4798,0.1246
-7.4698,0.122
-7.4598,0.1191
-7.4498,0.1161
-7.4398,0.1136
-7.4298,0.112
-7.4198,0.1116
-7.4098,0.1126
-7.3998,0.115
-7.3898,0.1189
-7.3798,0.1241
-7.3698,0.1303
-7.3598,0.1368
-7.3498,0.1448
-7.3398,0.1513
-7.3298,0.1582
-7.3198,0.1657
-7.3098,0.1717
-7.2998,0.1764
-7.2898,0.1817
-7.2798,0.1867
-7.2698,0.1914
-7.2598,0.1958
-7.2498,0.2018
-7.2398,0.2074
-7.2298,0.2144
-7.2198,0.2218
-7.2098,0.2301
-7.1998,0.2384
-7.1898,0.2463
-7.1798,0.2546
-7.1698,0.2623
-7.1598,0.268
-7.1498,0.2728
-7.1398,0.2767
-7.1298,0.2786
-7.1198,0.2777
-7.1098,0.276
-7.0998,0.2736
-7.0898,0.2698
-7.0798,0.2656
-7.0698,0.2612
-7.0598,0.2576
-7.0498,0.2549
-7.0398,0.2543
-7.0298,0.2559
-7.0198,0.2597
-7.0098,0.2668
-6.9998,0.2753
-6.9898,0.2872
-6.9798,0.3006
-6.9698,0.3154
-6.9598,0.3308
-6.9498,0.3465
-6.9398,0.3605
-6.9298,0.3726
-6.9198,0.3817
-6.9098,0.3876
-6.8998,0.3903
-6.8898,0.3895
-6.8798,0.3852
-6.8698,0.3783
-6.8598,0.3701
-6.8498,0.3594
-6.8398,0.3495
-6.8298,0.3405
-6.8198,0.3327
-6.8098,0.3292
-6.7998,0.3282
-6.7898,0.3308
-6.7798,0.3381
-6.7698,0.3499
-6.7598,0.3644
-6.7498,0.3832
-6.7398,0.4042
-6.7298,0.4262
-6.7198,0.4499
-6.7098,0.4722
-6.6998,0.4929
-6.6898,0.5119
-6.6798,0.5272
-6.6698,0.5399
-6.6598,0.5482
-6.6498,0.5522
-6.6398,0.5543
-6.6298,0.5525
-6.6198,0.5482
-6.6098,0.5424
-6.5998,0.5363
-6.5898,0.5309
-6.5798,0.5271
-6.5698,0.5249
-6.5598,0.526
-6.5498,0.5303
-6.5398,0.5386
-6.5298,0.5507
-6.5198,0.5675
-6.5098,0.5869
-6.4998,0.6099
-6.4898,0.6357
-6.4798,0.6623
-6.4698,0.6909
-6.4598,0.7187
-6.4498,0.747
-6.4398,0.7737
-6.4298,0.7981
-6.4198,0.8201
-6.4098,0.8386
-6.3998,0.855
-6.3898,0.866
-6.3798,0.874
-6.3698,0.878
-6.3598,0.88
-6.3498,0.879
-6.3398,0.876
-6.3298,0.874
-6.3198,0.872
-6.3098,0.871
-6.2998,0.873
-6.2898,0.877
-6.2798,0.884
-6.2698,0.893
-6.2598,0.903
-6.2498,0.914
-6.2398,0.925
-6.2298,0.934
-6.2198,0.938
-6.2098,0.939
-6.1998,0.937
-6.1898,0.929
-6.1798,0.918
-6.1698,0.905
-6.1598,0.892
-6.1498,0.879
-6.1398,0.871
-6.1298,0.869
-6.1198,0.874
-6.1098,0.888
-6.0998,0.91
-6.0898,0.942
-6.0798,0.981
-6.0698,1.025
-6.0598,1.072
-6.0498,1.119
-6.0398,1.163
-6.0298,1.2
-6.0198,1.229
-6.0098,1.248
-5.9998,1.255
-5.9898,1.252
-5.9798,1.237
-5.9698,1.213
-5.9598,1.182
-5.9498,1.145
-5.9398,1.107
-5.9298,1.07
-5.9198,1.037
-5.9098,1.01
-5.8998,0.992
-5.8898,0.983
-5.8798,0.984
-5.8698,0.994
-5.8598,1.014
-5.8498,1.038
-5.8398,1.066
-5.8298,1.095
-5.8198,1.12
-5.8098,1.141
-5.7998,1.153
-5.7898,1.157
-5.7798,1.149
-5.7698,1.131
-5.7598,1.105
-5.7498,1.071
-5.7398,1.031
-5.7298,0.988
-5.7198,0.944
-5.7098,0.901
-5.6998,0.8604
-5.6898,0.8243
-5.6798,0.7918
-5.6698,0.7638
-5.6598,0.7404
-5.6498,0.7203
-5.6398,0.7023
-5.6298,0.6862
-5.6198,0.6725
-5.6098,0.659
-5.5998,0.6474
-5.5898,0.6366
-5.5798,0.6285
-5.5698,0.6231
-5.5598,0.6215
-5.5498,0.6249
-5.5398,0.6325
-5.5298,0.6475
-5.5198,0.6672
-5.5098,0.6929
-5.4998,0.7237
-5.4898,0.758
-5.4798,0.794
-5.4698,0.832
-5.4598,0.866
-5.4498,0.899
-5.4398,0.924
-5.4298,0.944
-5.4198,0.956
-5.4098,0.959
-5.3998,0.951
-5.3898,0.933
-5.3798,0.906
-5.3698,0.869
-5.3598,0.824
-5.3498,0.772
-5.3398,0.713
-5.3298,0.651
-5.3198,0.587
-5.3098,0.523
-5.2998,0.46
-5.2898,0.401
-5.2798,0.3466
-5.2698,0.3004
-5.2598,0.2615
-5.2498,0.2303
-5.2398,0.2098
-5.2298,0.198
-5.2198,0.196
-5.2098,0.2036
-5.1998,0.2207
-5.1898,0.2461
-5.1798,0.2816
-5.1698,0.3251
-5.1598,0.3775
-5.1498,0.4376
-5.1398,0.5054
-5.1298,0.5788
-5.1198,0.6566
-5.1098,0.7388
-5.0998,0.8222
-5.0898,0.9037
-5.0798,0.9821
-5.0698,1.0542
-5.0598,1.122
-5.0498,1.166
-5.0398,1.21
-5.0298,1.233
-5.0198,1.234
-5.0098,1.234
-4.9998,1.213
-4.9898,1.181
-4.9798,1.139
-4.9698,1.091
-4.9598,1.044
-4.9498,0.996
-4.9398,0.953
-4.9298,0.914
-4.9198,0.883
-4.9098,0.858
-4.8998,0.84
-4.8898,0.826
-4.8798,0.815
-4.8698,0.806
-4.8598,0.796
-4.8498,0.782
-4.8398,0.763
-4.8298,0.739
-4.8198,0.708
-4.8098,0.67
-4.7998,0.627
-4.7898,0.579
-4.7798,0.526
-4.7698,0.473
-4.7598,0.421
-4.7498,0.371
-4.7398,0.3249
-4.7298,0.2846
-4.7198,0.2524
-4.7098,0.2279
-4.6998,0.2146
-4.6898,0.2116
-4.6798,0.2202
-4.6698,0.2415
-4.6598,0.2756
-4.6498,0.3223
-4.6398,0.3825
-4.6298,0.4549
-4.6198,0.5403
-4.6098,0.636
-4.5998,0.743
-4.5898,0.859
-4.5798,0.982
-4.5698,1.112
-4.5598,1.246
-4.5498,1.381
-4.5398,1.515
-4.5298,1.648
-4.5198,1.779
-4.5098,1.908
-4.4998,2.016
-4.4898,2.122
-4.4798,2.207
-4.4698,2.28
-4.4598,2.332
-4.4498,2.362
-4.4398,2.381
-4.4298,2.368
-4.4198,2.334
-4.4098,2.278
-4.3998,2.21
-4.3898,2.11
-4.3798,2.009
-4.3698,1.886
-4.3598,1.762
-4.3498,1.628
-4.3398,1.493
-4.3298,1.358
-4.3198,1.233
-4.3098,1.108
-4.2998,0.999
-4.2898,0.901
-4.2798,0.816
-4.2698,0.7446
-4.2598,0.6877
-4.2498,0.6423
-4.2398,0.6092
-4.2298,0.5873
-4.2198,0.5734
-4.2098,0.5666
-4.1998,0.5656
-4.1898,0.5693
-4.1798,0.5769
-4.1698,0.5882
-4.1598,0.6024
-4.1498,0.6207
-4.1398,0.6431
-4.1298,0.6708
-4.1198,0.7039
-4.1098,0.7424
-4.0998,0.787
-4.0898,0.838
-4.0798,0.893
-4.0698,0.951
-4.0598,1.011
-4.0498,1.07
-4.0398,1.126
-4.0298,1.176
-4.0198,1.216
-4.0098,1.254
-3.9998,1.27
-3.9898,1.285
-3.9798,1.287
-3.9698,1.277
-3.9598,1.256
-3.9498,1.235
-3.9398,1.214
-3.9298,1.192
-3.9198,1.175
-3.9098,1.166
-3.8998,1.167
-3.8898,1.178
-3.8798,1.202
-3.8698,1.238
-3.8598,1.287
-3.8498,1.335
-3.8398,1.403
-3.8298,1.464
-3.8198,1.534
-3.8098,1.605
-3.7998,1.676
-3.7898,1.746
-3.7798,1.806
-3.7698,1.866
-3.7598,1.924
-3.7498,1.971
-3.7398,2.007
-3.7298,2.041
-3.7198,2.062
-3.7098,2.081
-3.6998,2.087
-3.6898,2.071
-3.6798,2.051
-3.6698,2.018
-3.6598,1.983
-3.6498,1.935
-3.6398,1.885
-3.6298,1.823
-3.6198,1.771
-3.6098,1.708
-3.5998,1.665
-3.5898,1.611
-3.5798,1.568
-3.5698,1.534
-3.5598,1.501
-3.5498,1.488
-3.5398,1.475
-3.5298,1.463
-3.5198,1.472
-3.5098,1.492
-3.4998,1.513
-3.4898,1.547
-3.4798,1.603
-3.4698,1.652
-3.4598,1.723
-3.4498,1.786
-3.4398,1.86
-3.4298,1.926
-3.4198,1.982
-3.4098,2.037
-3.3998,2.071
-3.3898,2.094
-3.3798,2.094
-3.3698,2.092
-3.3598,2.068
-3.3498,2.041
-3.3398,2.003
-3.3298,1.963
-3.3198,1.923
-3.3098,1.902
-3.2998,1.882
-3.2898,1.873
-3.2798,1.875
-3.2698,1.899
-3.2598,1.924
-3.2498,1.971
-3.2398,2.02
-3.2298,2.081
-3.2198,2.143
-3.2098,2.207
-3.1998,2.263
-3.1898,2.33
-3.1798,2.378
-3.1698,2.438
-3.1598,2.478
-3.1498,2.519
-3.1398,2.559
-3.1298,2.589
-3.1198,2.618
-3.1098,2.635
-3.0998,2.65
-3.0898,2.672
-3.0798,2.681
-3.0698,2.697
-3.0598,2.701
-3.0498,2.722
-3.0398,2.731
-3.0298,2.738
-3.0198,2.754
-3.0098,2.76
-2.9998,2.765
-2.9898,2.772
-2.9798,2.759
-2.9698,2.748
-2.9598,2.729
-2.9498,2.702
-2.9398,2.667
-2.9298,2.625
-2.9198,2.586
-2.9098,2.55
-2.8998,2.516
-2.8898,2.494
-2.8798,2.464
-2.8698,2.457
-2.8598,2.45
-2.8498,2.444
-2.8398,2.448
-2.8298,2.451
-2.8198,2.452
-2.8098,2.442
-2.7998,2.429
-2.7898,2.403
-2.7798,2.364
-2.7698,2.312
-2.7598,2.247
-2.7498,2.181
-2.7398,2.103
-2.7298,2.024
-2.7198,1.947
-2.7098,1.881
-2.6998,1.828
-2.6898,1.778
-2.6798,1.762
-2.6698,1.76
-2.6598,1.781
-2.6498,1.826
-2.6398,1.883
-2.6298,1.95
-2.6198,2.027
-2.6098,2.112
-2.5998,2.193
-2.5898,2.26
-2.5798,2.322
-2.5698,2.357
-2.5598,2.387
-2.5498,2.382
-2.5398,2.361
-2.5298,2.316
-2.5198,2.259
-2.5098,2.19
-2.4998,2.101
-2.4898,2.012
-2.4798,1.915
-2.4698,1.821
-2.4598,1.73
-2.4498,1.642
-2.4398,1.557
-2.4298,1.475
-2.4198,1.406
-2.4098,1.339
-2.3998,1.274
-2.3898,1.21
-2.3798,1.157
-2.3698,1.096
-2.3598,1.038
-2.3498,0.9804
-2.3398,0.9255
-2.3298,0.8734
-2.3198,0.8273
-2.3098,0.7872
-2.2998,0.7555
-2.2898,0.7343
-2.2798,0.7248
-2.2698,0.7279
-2.2598,0.7419
-2.2498,0.7685
-2.2398,0.8046
-2.2298,0.848
-2.2198,0.8974
-2.2098,0.9486
-2.1998,1.0003
-2.1898,1.0482
-2.1798,1.0853
-2.1698,1.1235
-2.1598,1.1508
-2.1498,1.1673
-2.1398,1.1733
-2.1298,1.1789
-2.1198,1.1645
-2.1098,1.1603
-2.0998,1.1465
-2.0898,1.1335
-2.0798,1.1215
-2.0698,1.1105
-2.0598,1.1006
-2.0498,1.0919
-2.0398,1.0844
-2.0298,1.078
-2.0198,1.0827
-2.0098,1.0883
-1.9998,1.0946
-1.9898,1.0916
-1.9798,1.099
-1.9698,1.1067
-1.9598,1.114
-1.9498,1.112
-1.9398,1.113
-1.9298,1.108
-1.9198,1.099
-1.9098,1.084
-1.8998,1.065
-1.8898,1.04
-1.8798,1.011
-1.8698,0.98
-1.8598,0.947
-1.8498,0.914
-1.8398,0.883
-1.8298,0.855
-1.8198,0.832
-1.8098,0.817
